days,content,cleaned_review
210,Awesome,awesome
210,Motorola is Aura...... Phone 🤳💀,motorola is aura phone
210,Camera quality is very bad!,camera quality is very bad
210,Great product 😃. Sleek design light weight but feels slow sometimes may be I will used to it with time,great product sleek design light weight but feels slow sometimes may be i will used to it with time
210,Nice product Luk is vari nice,nice product luk is vari nice
210,Jst Awesome,jst awesome
210,"Performance slow, design good,",performance slow design good
210,Battery not good,battery not good
210,Battery not good,battery not good
210,Camera is bit okay...Pictures re good for this price point...,camera is bit okay pictures re good for this price point
210,Good Quality,good quality
210,Camera and performance excellent,camera and performance excellent
210,All round phone,all round phone
210,Good,good
210,Very good product,very good product
210,"Worth it nice phone for this price range, awesome camera quality.",worth it nice phone for this price range awesome camera quality
210,Great mob😍,great mob
210,Battery draining fa,battery draining fa
210,Nice phone😛,nice phone
210,Very good phone in this range..just go for it.,very good phone in this range just go for it
210,Best phone at this price.,best phone at this price
210,Best product value for money,best product value for money
210,Fantastic 😍,fantastic
210,Super hero mobile Motorola edge 60✨💝💝💝,super hero mobile motorola edge 60
210,Speaker sound too low,speaker sound too low
210,Average,average
210,Poor q,poor q
210,Camera can be more good.,camera can be more good
210,Okok,okok
210,Nic,nic
210,Awesome,awesome
210,This phone is good in every,this phone is good in every
210,Excellent mobile. worth for money.,excellent mobile worth for money
210,Good,good
210,Overall good phone ....go ahead without second opinion,overall good phone go ahead without second opinion
210,Value for money,value for money
210,Not user friendly. Waste of money. Don't buy.,not user friendly waste of money don t buy
210,Very good product,very good product
210,Great,great
210,"Otg not working 
68 watt turbocharger totally fail",otg not working 68 watt turbocharger totally fail
210,For normal uses this phone is best in his price range but in performance this phone totally not worth for camera lover this phone is best in this price segment,for normal uses this phone is best in his price range but in performance this phone totally not worth for camera lover this phone is best in this price segment
210,"Superb Mobile thanks to Moto one of the best phone and also it's price.....
Only one Flipkart delivery was failure.... No transperancy
..",superb mobile thanks to moto one of the best phone and also it s price only one flipkart delivery was failure no transperancy
210,Battery drain..phone getting hot,battery drain phone getting hot
210,Hanging issues,hanging issues
210,Awesome colour and quality .🥰,awesome colour and quality
210,"Waste, over heating",waste over heating
210,Great performance mobile,great performance mobile
210,For Better experience to but moto,for better experience to but moto
240,Good Camera Great display. Looks premium,good camera great display looks premium
240,Quite slim and light weight design with Excellent selfie camera.,quite slim and light weight design with excellent selfie camera
240,Good,good
240,Shandar,shandar
240,"Good looking display 👍 
Good battery 🔋 

Have few software issues but
Not snappy as expected 😑",good looking display good battery have few software issues but not snappy as expected
240,Good phone,good phone
240,Excellent and am very happy,excellent and am very happy
240,Camera and display are the highlights. Phone is best for the price of 21k. Moto has really done a great job.,camera and display are the highlights phone is best for the price of 21k moto has really done a great job
240,very nice product,very nice product
240,Charger given with box is very slow charging the phone and and many times the caller who call me say that phone is not reachable means mobile antenna problem...😔,charger given with box is very slow charging the phone and and many times the caller who call me say that phone is not reachable means mobile antenna
240,Good,good
240,Excellent model. Much attractive,excellent model much attractive
240,"Sir, everything should have been a little better, the camera.",sir everything should have been a little better the camera
