days,content,cleaned_review,llm_output
150,"Overall good package, camera super in this price range, display also very good",overall good package camera super in this price range display also very good,"ID: 1500 | Sentiment: Pos | Summary: Overall good package, camera super in this price range, display also very good."
150,Super mobile,super mobile,ID: 1501 | Sentiment: Pos | Summary: super mobile.
150,Great d,great d,ID: 1502 | Sentiment: Pos | Summary: great d.
150,CAMERA PIXELS VERY LOW,camera pixels very low,ID: 1503 | Sentiment: Neg | Summary: camera pixels very low.
150,Superb one,superb one,ID: 1504 | Sentiment: Pos | Summary: superb one.
150,Nice pr,nice pr,ID: 1505 | Sentiment: Pos | Summary: nice pr.
150,Good,good,ID: 1506 | Sentiment: Pos | Summary: good.
150,Good design and feel awosom,good design and feel awosom,ID: 1507 | Sentiment: Pos | Summary: good design and feel awosom.
150,Good and stylish one,good and stylish one,ID: 1508 | Sentiment: Pos | Summary: good and stylish one.
150,very nice,very nice,ID: 1509 | Sentiment: Pos | Summary: very nice.
150,Superb phone with budget,superb phone with budget,ID: 1510 | Sentiment: Pos | Summary: superb phone with budget.
150,"If you are looking for best camera phone in budget then you must buy it , it also has very good battery backup with fast chargeing facility, sound quality and display are also excellent (but I faced l...",if you are looking for best camera phone in budget then you must buy it it also has very good battery backup with fast chargeing facility sound quality and display are also excellent but i faced l,"ID: 1511 | Sentiment: Pos | Summary: Best camera phone in budget, good battery, fast charging, excellent sound and display, but faced l."
150,"The phone does not support NFC, dont trust any sponsored video for this. In sponsored video people claim that this phone has NFC, whereas in the phone NFC is not there.",the phone does not support nfc dont trust any sponsored video for this in sponsored video people claim that this phone has nfc whereas in the phone nfc is not there,"ID: 1512 | Sentiment: Neg | Summary: Phone does not support NFC, sponsored videos are misleading."
150,Osm,osm,ID: 1513 | Sentiment: Pos | Summary: osm.
150,Impressive phone. Best in the budget.,impressive phone best in the budget,ID: 1514 | Sentiment: Pos | Summary: impressive phone best in the budget.
150,"camera is awesome 
Display and design awesome",camera is awesome display and design awesome,ID: 1515 | Sentiment: Pos | Summary: camera is awesome display and design awesome.
150,Better price 🤑better camera📷 👍👍,better price better camera,ID: 1516 | Sentiment: Pos | Summary: better price better camera.
150,Happy with product.,happy with product,ID: 1517 | Sentiment: Pos | Summary: happy with product.
150,Wonderfull camera phone and also good battery backup design is very comfortable worthy to buy in cost wise,wonderfull camera phone and also good battery backup design is very comfortable worthy to buy in cost wise,"ID: 1518 | Sentiment: Pos | Summary: Wonderfull camera phone, good battery, comfortable design, worthy buy."
150,Just Awesome!,just awesome,ID: 1519 | Sentiment: Pos | Summary: just awesome.
150,It's nice phone,it s nice phone,ID: 1520 | Sentiment: Pos | Summary: it s nice phone.
150,Good,good,ID: 1521 | Sentiment: Pos | Summary: good.
150,Best phone I love this phone so much all functions and best this segment phone,best phone i love this phone so much all functions and best this segment phone,"ID: 1522 | Sentiment: Pos | Summary: Best phone, loves it, best in segment."
150,All-over this product is very beautiful and very attractive product but delevary is very poor from ecart,all over this product is very beautiful and very attractive product but delevary is very poor from ecart,ID: 1523 | Sentiment: Neg | Summary: Beautiful product but poor delivery.
150,Awesome,awesome,ID: 1524 | Sentiment: Pos | Summary: Awesome.
150,Not satisfied 😭,not satisfied,ID: 1525 | Sentiment: Neg | Summary: Not satisfied.
150,"Using more than 2 months and till now no issue faced. As a samsung user If I compare with Moto, both are good but Samsung gets advantage in security and android updates with some user interface easiness.",using more than 2 months and till now no issue faced as a samsung user if i compare with moto both are good but samsung gets advantage in security and android updates with some user interface easiness,"ID: 1526 | Sentiment: Pos | Summary: Good phone, Samsung better in security and updates."
150,"The mobile is very good, the camera is also good, the battery backup is also good but there is a heat problem.",the mobile is very good the camera is also good the battery backup is also good but there is a heat,"ID: 1527 | Sentiment: Neu | Summary: Good phone, camera, and battery, but heats up."
150,"This phone is for my dad, and he is very happy with all the factors mentioned above which is camera, battery, display, design and performance. He is using the phone",this phone is for my dad and he is very happy with all the factors mentioned above which is camera battery display design and performance he is using the phone,"ID: 1528 | Sentiment: Pos | Summary: Dad is happy with camera, battery, display, design, and performance."
150,Good 👍,good,ID: 1529 | Sentiment: Pos | Summary: Good.
150,"Amazing slim design 
Looks like a masterpiece
Thankyou Flipkart on time delivery 
Value buy product",amazing slim design looks like a masterpiece thankyou flipkart on time delivery value buy product,"ID: 1530 | Sentiment: Pos | Summary: Amazing slim design, on-time delivery, value buy."
150,Picture quality is awesome overall Nice phone.,picture quality is awesome overall nice phone,"ID: 1531 | Sentiment: Pos | Summary: Awesome picture quality, overall nice phone."
150,Very defective phone delivered.auto reboot every 1-2 hours and decrease volume button not working,very defective phone delivered auto reboot every 1 2 hours and decrease volume button not working,"ID: 1532 | Sentiment: Neg | Summary: Defective phone, auto rebooting, volume button not working."
150,It's best phone this price,it s best phone this price,ID: 1533 | Sentiment: Pos | Summary: Best phone for the price.
150,Good,good,ID: 1534 | Sentiment: Pos | Summary: Good.
150,"Amazing quality of camera, this mobile is classic no.1",amazing quality of camera this mobile is classic no 1,"ID: 1535 | Sentiment: Pos | Summary: Amazing camera quality, classic mobile."
150,Nice performance,nice performance,ID: 1536 | Sentiment: Pos | Summary: Nice performance.
150,This is a genuine review. Camera performance is bad and battery performance is very poor despite moderate use just data on and 10 calls attended in a day. The battery drains faster than expected. Moto...,this is a genuine review camera performance is bad and battery performance is very poor despite moderate use just data on and 10 calls attended in a day the battery drains faster than expected moto,"ID: 1537 | Sentiment: Neg | Summary: Bad camera and battery performance, drains quickly."
150,beast,beast,ID: 1538 | Sentiment: Pos | Summary: Beast.
150,So-nice mobile,so nice mobile,ID: 1539 | Sentiment: Pos | Summary: So nice mobile.
150,Very very poor mic sound quality,very very poor mic sound quality,ID: 1540 | Sentiment: Neg | Summary: Very poor mic sound quality.
150,Fabulous,fabulous,ID: 1541 | Sentiment: Pos | Summary: Fabulous.
150,Nice,nice,ID: 1542 | Sentiment: Pos | Summary: Nice.
150,Waste of money display not w,waste of money display not w,"ID: 1543 | Sentiment: Neg | Summary: Waste of money, display not working."
150,Nice,nice,ID: 1544 | Sentiment: Pos | Summary: Nice.
150,👍 good,good,ID: 1545 | Sentiment: Pos | Summary: Good.
150,Tooo good 👍,tooo good,ID: 1546 | Sentiment: Pos | Summary: Tooo good.
150,"First impressions:

Display colors and brightness
Speaker quality
Cameras are decent
Adapter and cable are included.",first impressions display colors and brightness speaker quality cameras are decent adapter and cable are included,"ID: 1547 | Sentiment: Neu | Summary: First impressions: display, speaker, cameras are decent, adapter included."
150,Nice,nice,ID: 1548 | Sentiment: Pos | Summary: Nice.
150,Good Camera and performance is amazing,good camera and performance is amazing,ID: 1549 | Sentiment: Pos | Summary: Good camera and amazing performance.
150,Best phone 🤳🤳📱📱,best phone,ID: 1550 | Sentiment: Pos | Summary: Best phone.
150,Fantastic mobile.,fantastic mobile,ID: 1551 | Sentiment: Pos | Summary: Fantastic mobile.
150,Good,good,ID: 1552 | Sentiment: Pos | Summary: Good.
150,"charger stopped working within 1 month of purchasing...
disgusting",charger stopped working within 1 month of purchasing disgusting,"ID: 1553 | Sentiment: Neg | Summary: Charger stopped working within 1 month, disgusting."
150,Nice👍😊 Phone,nice phone,ID: 1554 | Sentiment: Pos | Summary: Nice phone.
150,Good product with this range,good product with this range,ID: 1555 | Sentiment: Pos | Summary: Good product with this range.
150,Very good product,very good product,ID: 1556 | Sentiment: Pos | Summary: Very good product.
150,Very nice and camera quality are best,very nice and camera quality are best,ID: 1557 | Sentiment: Pos | Summary: Very nice and camera quality are best.
150,"This phone is very good and smooth,",this phone is very good and smooth,ID: 1558 | Sentiment: Pos | Summary: This phone is very good and smooth.
150,Great Display and Camera,great display and camera,ID: 1559 | Sentiment: Pos | Summary: Great display and camera.
150,Best,best,ID: 1560 | Sentiment: Pos | Summary: Best.
150,Good one,good one,ID: 1561 | Sentiment: Pos | Summary: Good one.
150,Nc,nc,ID: 1562 | Sentiment: Pos | Summary: Nc.
150,Awesome,awesome,ID: 1563 | Sentiment: Pos | Summary: Awesome.
150,Worth the money,worth the money,ID: 1564 | Sentiment: Pos | Summary: Worth the money.
150,Motorola 60 fusion mobile nice,motorola 60 fusion mobile nice,ID: 1565 | Sentiment: Pos | Summary: Motorola 60 fusion mobile nice.
150,Product is good  and value for money,product is good and value for money,ID: 1566 | Sentiment: Pos | Summary: Product is good and value for money.
180,Nyc,nyc,ID: 1567 | Sentiment: Pos | Summary: Nyc.
180,Nice,nice,ID: 1568 | Sentiment: Pos | Summary: Nice.
180,Side button is not working,side button is not working,ID: 1569 | Sentiment: Neg | Summary: Side button is not working.
180,Best camera 📱,best camera,ID: 1570 | Sentiment: Pos | Summary: Best camera.
180,Value for money,value for money,ID: 1571 | Sentiment: Pos | Summary: Value for money.
180,I love it ❣️,i love it,ID: 1572 | Sentiment: Pos | Summary: I love it.
180,Very cool phone in this price segment,very cool phone in this price segment,ID: 1573 | Sentiment: Pos | Summary: Very cool phone in this price segment.
180,"After update android 16 the phone camera not good 
Al features not work in photo editing betery drain like 2 to 3 year old phone",after update android 16 the phone camera not good al features not work in photo editing betery drain like 2 to 3 year old phone,"ID: 1574 | Sentiment: Neg | Summary: Camera quality worsened after Android 16 update, features don't work, and battery drains quickly."
